740c|je 0x3f8013fb6
488d05de9fe800|lea 0xe89fde(%rip),%rax 
498b88b8000000|mov 0xb8(%r8),%rcx
66440f6f0d8d0e|movdqa 0x50e8d(%rip),%xmm9 
c68424400d0000|movb $0x1,0xd40(%rsp)
488d0d40041300|lea 0x130440(%rip),%rcx 
49017078|add %rsi,0x78(%r8)
488d1596ed0400|lea 0x4ed96(%rip),%rdx 
48899340060000|mov %rdx,0x640(%rbx)
0f84d2ecffff|je 0x100411fb5
48c705ebe10c00|movq $0x0,0xce1eb(%rip) 
488d3d7f8c0000|lea 0x8c7f(%rip),%rdi 
dc0560d80000|faddl 0xd860(%rip) 
488d0df1f90700|lea 0x7f9f1(%rip),%rcx 
488d0d22720a00|lea 0xa7222(%rip),%rcx 
0f8466fbffff|je 0x10052d36a
0fb7bc24ca0300|movzwl 0x3ca(%rsp),%edi
488d1501073101|lea 0x1310701(%rip),%rdx 
498b8d184e0000|mov 0x4e18(%r13),%rcx
0f8530fdffff|jne 0x3f3ab6fcd
488b05943b1d00|mov 0x1d3b94(%rip),%rax 
488d0542ca0300|lea 0x3ca42(%rip),%rax 
480305a7ad0500|add 0x5ada7(%rip),%rax 
4a8d4422c0|lea -0x40(%rdx,%r12,1),%rax
8b15f2040600|mov 0x604f2(%rip),%edx 
c705c0729f0000|movl $0x0,0x9f72c0(%rip) 
488d059f4e1400|lea 0x144e9f(%rip),%rax 
eb97|jmp 0x3e6d2cda2
4889052a7d0600|mov %rax,0x67d2a(%rip) 
498d4c3d0c|lea 0xc(%r13,%rdi,1),%rcx
7408|je 0x3f5f49b0a
e811da1600|callq 0x3f48818d0
7514|jne 0x3f841d461
488d0db2a40d00|lea 0xda4b2(%rip),%rcx 
4c8d05bcfdffff|lea -0x244(%rip),%r8 
833da0fd070000|cmpl $0x0,0x7fda0(%rip) 
488d15f6940600|lea 0x694f6(%rip),%rdx 
488d059a5b0400|lea 0x45b9a(%rip),%rax 
c6059adc9e0000|movb $0x0,0x9edc9a(%rip) 
db2d67030200|fldt 0x20367(%rip) 
488d0d4ffe0000|lea 0xfe4f(%rip),%rcx 
e889ca6eff|callq 0x3fe025900
88941e9c040000|mov %dl,0x49c(%rsi,%rbx,1)
488b0ddb511200|mov 0x1251db(%rip),%rcx 
488d059d081900|lea 0x19089d(%rip),%rax 
488d155b4e0200|lea 0x24e5b(%rip),%rdx 
488d0d4e2c0800|lea 0x82c4e(%rip),%rcx 
4c8b0de9660300|mov 0x366e9(%rip),%r9 
c702d9000000|movl $0xd9,(%rdx)
488d1514611d00|lea 0x1d6114(%rip),%rdx 
488d0dd6694400|lea 0x4469d6(%rip),%rcx 
488d05caf42100|lea 0x21f4ca(%rip),%rax 
488d15a4301000|lea 0x1030a4(%rip),%rdx 
4c8d05b10a0100|lea 0x10ab1(%rip),%r8 
48c7050ee00d00|movq $0x0,0xde00e(%rip) 
e8e0140000|callq 0x3f3162130
75ee|jne 0x3e5d9ff54
488d05d9010900|lea 0x901d9(%rip),%rax 
488d3581530300|lea 0x35381(%rip),%rsi 
483b0d44581a00|cmp 0x1a5844(%rip),%rcx 
c579d66768|vmovq %xmm12,0x68(%rdi)
448b44033c|mov 0x3c(%rbx,%rax,1),%r8d
e83e3b0000|callq 0x3f9605ad0
e8f496b600|callq 0x3ff0778e0
7452|je 0x3fa374ab4
488d0db9e00400|lea 0x4e0b9(%rip),%rcx 
e98efeffff|jmpq 0x100435817
488d15b8961200|lea 0x1296b8(%rip),%rdx 
e8f120feff|callq 0x3faa3eaa0
488b1d2f725800|mov 0x58722f(%rip),%rbx 
488b2d1ba13c00|mov 0x3ca11b(%rip),%rbp 
488b15f94dbc01|mov 0x1bc4df9(%rip),%rdx 
488d1599b20300|lea 0x3b299(%rip),%rdx 
7447|je 0x3ff332f9b
488d15ede32b00|lea 0x2be3ed(%rip),%rdx 
4c8d0566430600|lea 0x64366(%rip),%r8 
7e73|jle 0x3e78693a0
488d3da5c90000|lea 0xc9a5(%rip),%rdi 
488b354021ec01|mov 0x1ec2140(%rip),%rsi 
488d158cb61500|lea 0x15b68c(%rip),%rdx 
488b05e16fa600|mov 0xa66fe1(%rip),%rax 
48c78424580100|movq $0x3,0x158(%rsp)
488d050f362500|lea 0x25360f(%rip),%rax 
488d0526331000|lea 0x103326(%rip),%rax 
488d05405f1000|lea 0x105f40(%rip),%rax 
4c8b7c03e0|mov -0x20(%rbx,%rax,1),%r15
488d1500d50400|lea 0x4d500(%rip),%rdx 
44895c243c|mov %r11d,0x3c(%rsp)
488d0d81fc5100|lea 0x51fc81(%rip),%rcx 
833d1c11000000|cmpl $0x0,0x111c(%rip) 
488d0d5291ffff|lea -0x6eae(%rip),%rcx 
488d153cbf0600|lea 0x6bf3c(%rip),%rdx 
488b154c360500|mov 0x5364c(%rip),%rdx 
48c7055f49a000|movq $0x0,0xa0495f(%rip) 
41b8e50f0000|mov $0xfe5,%r8d
448b84985c2801|mov 0x1285c(%rax,%rbx,4),%r8d
f30f5a05631302|cvtss2sd 0x21363(%rip),%xmm0 
0f84cb030000|je 0x3fffda708
4a8d44d018|lea 0x18(%rax,%r10,8),%rax
488d0dda570900|lea 0x957da(%rip),%rcx 
488d05d4260500|lea 0x526d4(%rip),%rax 
488d15e8e80700|lea 0x7e8e8(%rip),%rdx 
d90561af0100|flds 0x1af61(%rip) 
4c8b1d34f80400|mov 0x4f834(%rip),%r11 
488d3d9b02a300|lea 0xa3029b(%rip),%rdi 
e8337f2800|callq 0x1007194c0
488d15e95a0900|lea 0x95ae9(%rip),%rdx 
c5f9ef4140|vpxor 0x40(%rcx),%xmm0,%xmm0
488d15b8170500|lea 0x517b8(%rip),%rdx 
db2de6920100|fldt 0x192e6(%rip) 
488b0500120000|mov 0x1200(%rip),%rax 
e8f91cfdff|callq 0x100402d00
4889058b670000|mov %rax,0x678b(%rip) 
488d05e97f8900|lea 0x897fe9(%rip),%rax 
8d8eb0090000|lea 0x9b0(%rsi),%ecx
48890514559d00|mov %rax,0x9d5514(%rip) 
488d0509791100|lea 0x117909(%rip),%rax 
488d05f8ec0000|lea 0xecf8(%rip),%rax 
0fb64d01|movzbl 0x1(%rbp),%ecx
488d15da892400|lea 0x2489da(%rip),%rdx 
488d05b1b00000|lea 0xb0b1(%rip),%rax 
77c0|ja 0x3fedef9a0
4c8d05c93a0600|lea 0x63ac9(%rip),%r8 
488d054a92ffff|lea -0x6db6(%rip),%rax 
448b8c9fc00000|mov 0xc0(%rdi,%rbx,4),%r9d
4c8b2d00940500|mov 0x59400(%rip),%r13 
488d0d23dfa000|lea 0xa0df23(%rip),%rcx 
488d055f0c0000|lea 0xc5f(%rip),%rax 
803d55d91f0100|cmpb $0x0,0x11fd955(%rip) 
48898424f81400|mov %rax,0x14f8(%rsp)
0f84c8000000|je 0x3f54f4e30
483b0d43292e00|cmp 0x2e2943(%rip),%rcx 
456bd25e|imul $0x5e,%r10d,%r10d
488d151bab0200|lea 0x2ab1b(%rip),%rdx 
4d39f5|cmp %r14,%r13
488b1d69820600|mov 0x68269(%rip),%rbx 
e9ccfcffff|jmpq 0x1004146a7
4e8b0cf7|mov (%rdi,%r14,8),%r9
75d7|jne 0x100417970
488905557a0000|mov %rax,0x7a55(%rip) 
488b3d43da0000|mov 0xda43(%rip),%rdi 
0f8498feffff|je 0x100466de4
c6850901000001|movb $0x1,0x109(%rbp)
0f8442ffffff|je 0x3e7701bc0
e953feffff|jmpq 0x3e8813590
488d0ddea00500|lea 0x5a0de(%rip),%rcx 
488d15f9540000|lea 0x54f9(%rip),%rdx 
834d0420|orl $0x20,0x4(%rbp)
4c8b2d19db0300|mov 0x3db19(%rip),%r13 
488b1d2968c700|mov 0xc76829(%rip),%rbx 
0f8442010000|je 0x3f54f4370
488d15b0510d00|lea 0xd51b0(%rip),%rdx 
410fb687db0100|movzbl 0x1db(%r15),%eax
66440f6f0544af|movdqa 0x2af44(%rip),%xmm8 
488d0d1a740e00|lea 0xe741a(%rip),%rcx 
c7058e549e0004|movl $0x4,0x9e548e(%rip) 
c7852c02000001|movl $0x1,0x22c(%rbp)
8d916c070000|lea 0x76c(%rcx),%edx
0f8457010000|je 0x3e83cc080
488d05e7db0100|lea 0x1dbe7(%rip),%rax 
e84b60fcff|callq 0x1004057d0
483b0d6bae1c00|cmp 0x1cae6b(%rip),%rcx 
e87e710000|callq 0x10040ce50
41395d04|cmp %ebx,0x4(%r13)
f30f5a8c248000|cvtss2sd 0x80(%rsp),%xmm1
488d05b94a0600|lea 0x64ab9(%rip),%rax 
488b057c400100|mov 0x1407c(%rip),%rax 
488d15c4062200|lea 0x2206c4(%rip),%rdx 
c7052bbf040000|movl $0x0,0x4bf2b(%rip) 
488d0dfef70d00|lea 0xdf7fe(%rip),%rcx 
4c8b25481f2f00|mov 0x2f1f48(%rip),%r12 
0f86f9feffff|jbe 0x1004994e9
6681f9ac0b|cmp $0xbac,%cx
db2d575e0100|fldt 0x15e57(%rip) 
488db340040000|lea 0x440(%rbx),%rsi
7cf1|jl 0x3f21b19b5
488d3da23c0400|lea 0x43ca2(%rip),%rdi 
e873f2ffff|callq 0x100403190
eb42|jmp 0x100457d07
f20f11bc24d000|movsd %xmm7,0xd0(%rsp)
e9befaffff|jmpq 0x3f4fccbb1
0f852fffffff|jne 0x3e55be799
e8c5140000|callq 0x3fa2d5770
83e820|sub $0x20,%eax
488d0d52930000|lea 0x9352(%rip),%rcx 
4c8d157f4d0600|lea 0x64d7f(%rip),%r10 
7449|je 0x100451422
488d15728c3300|lea 0x338c72(%rip),%rdx 
488d1583fb2000|lea 0x20fb83(%rip),%rdx 
488d15d9d18300|lea 0x83d1d9(%rip),%rdx 
7a27|jp 0x3fb5073a0
4c8d05d2d98700|lea 0x87d9d2(%rip),%r8 
410fb74475fe|movzwl -0x2(%r13,%rsi,2),%eax
7454|je 0x3fb9ec693
8b052cc51e00|mov 0x1ec52c(%rip),%eax 
488b054da80000|mov 0xa84d(%rip),%rax 
488d15a9b60000|lea 0xb6a9(%rip),%rdx 
4c8b3d9e9b0400|mov 0x49b9e(%rip),%r15 
0f8461010000|je 0x100598ea0
488d056d0fb600|lea 0xb60f6d(%rip),%rax 
e8db8a0000|callq 0x3f99b30e0
e976ffffff|jmpq 0x3f6abe04a
750a|jne 0x3f3e1ca24
c68424cb050000|movb $0x0,0x5cb(%rsp)
488b80c02a0000|mov 0x2ac0(%rax),%rax
4d632a|movslq (%r10),%r13
488b15fce50700|mov 0x7e5fc(%rip),%rdx 
488d0d7d731001|lea 0x110737d(%rip),%rcx 
488d0df7430500|lea 0x543f7(%rip),%rcx 
e901daffff|jmpq 0x3fe6cc88a
48ff257d133300|rex.W jmpq *0x33137d(%rip) 
e8bb37feff|callq 0x3e506b980
74de|je 0x3fd041810
488b1d38300500|mov 0x53038(%rip),%rbx 
7557|jne 0x3f48539cd
4c8d05a0330000|lea 0x33a0(%rip),%r8 
488d2d548e2a01|lea 0x12a8e54(%rip),%rbp 
742c|je 0x3fe8d458f
488d155c330c00|lea 0xc335c(%rip),%rdx 
488d0d0edc1800|lea 0x18dc0e(%rip),%rcx 
488b0596650000|mov 0x6596(%rip),%rax 
488d0578e70500|lea 0x5e778(%rip),%rax 
488d15bd8f0000|lea 0x8fbd(%rip),%rdx 
0f8529050000|jne 0x1004de3e0
488b1d04ae0100|mov 0x1ae04(%rip),%rbx 
e8c01a0400|callq 0x3e8431570
460fb70478|movzwl (%rax,%r15,2),%r8d
0f84daeaffff|je 0x100431299
488d0511c57100|lea 0x71c511(%rip),%rax 
c78424c0090000|movl $0x3f,0x9c0(%rsp)
488b3d7fe33600|mov 0x36e37f(%rip),%rdi 
488b86b0030000|mov 0x3b0(%rsi),%rax
f30f100d78e700|movss 0xe778(%rip),%xmm1 
e878951700|callq 0x3f26d2ee0
488905e3a10b00|mov %rax,0xba1e3(%rip) 
488d0da55e0000|lea 0x5ea5(%rip),%rcx 
0f8552060000|jne 0x3fcc87c30
7436|je 0x3fe76adcc
488b0561861000|mov 0x108661(%rip),%rax 
488d0d47d81500|lea 0x15d847(%rip),%rcx 
488b0508dc0000|mov 0xdc08(%rip),%rax 
488d15464b0500|lea 0x54b46(%rip),%rdx 
488b3d5bd42d00|mov 0x2dd45b(%rip),%rdi 
d80586fc0000|fadds 0xfc86(%rip) 
0f8501ffffff|jne 0x3fbd7e770
7405|je 0x3fc7b8ff3
488d051a83a801|lea 0x1a8831a(%rip),%rax 
488b35bb2b0100|mov 0x12bbb(%rip),%rsi 
488b351c041100|mov 0x11041c(%rip),%rsi 
44327c2438|xor 0x38(%rsp),%r15b
4c8b3d185b0100|mov 0x15b18(%rip),%r15 
40886c2454|mov %bpl,0x54(%rsp)
4c8d059a7e0900|lea 0x97e9a(%rip),%r8 
8d810030feff|lea -0x1d000(%rcx),%eax
488b05b07d0400|mov 0x47db0(%rip),%rax 
488b05ae3d2e00|mov 0x2e3dae(%rip),%rax 
4c3b8c24700100|cmp 0x170(%rsp),%r9
4c8d0568b51100|lea 0x11b568(%rip),%r8 
488d3dd0720000|lea 0x72d0(%rip),%rdi 
81fac5000000|cmp $0xc5,%edx
488d050461c600|lea 0xc66104(%rip),%rax 
45892cb6|mov %r13d,(%r14,%rsi,4)
e818230000|callq 0x3f214f990
488d15ca5c0700|lea 0x75cca(%rip),%rdx 
4c8b05a7510001|mov 0x10051a7(%rip),%r8 
4c3b542458|cmp 0x58(%rsp),%r10
488d1545df2200|lea 0x22df45(%rip),%rdx 
4c8b3dfffb3200|mov 0x32fbff(%rip),%r15 
e94ff6ffff|jmpq 0x3f7942f46
0fb686c9010000|movzbl 0x1c9(%rsi),%eax
0f8731010000|ja 0x1004cff00
488d1d8f760900|lea 0x9768f(%rip),%rbx 
41804e2204|orb $0x4,0x22(%r14)
488d35c47fc500|lea 0xc57fc4(%rip),%rsi 
488d0549ee0200|lea 0x2ee49(%rip),%rax 
44884111|mov %r8b,0x11(%rcx)
488b05183b0600|mov 0x63b18(%rip),%rax 
488b355d170500|mov 0x5175d(%rip),%rsi 
448b802c050000|mov 0x52c(%rax),%r8d
db2d0f6d0100|fldt 0x16d0f(%rip) 
488d0d8d3c1a00|lea 0x1a3c8d(%rip),%rcx 
488d1562a92f00|lea 0x2fa962(%rip),%rdx 
ff25c2692200|jmpq *0x2269c2(%rip) 
488d154f602300|lea 0x23604f(%rip),%rdx 
488d0dcf9a0500|lea 0x59acf(%rip),%rcx 
660f580d500c01|addpd 0x10c50(%rip),%xmm1 
48f71b|negq (%rbx)
488d0d916b1700|lea 0x176b91(%rip),%rcx 
488d05646e0a00|lea 0xa6e64(%rip),%rax 
eb1f|jmp 0x3f581f389
488d15fda00600|lea 0x6a0fd(%rip),%rdx 
4c8d1d2a710f00|lea 0xf712a(%rip),%r11 
e9dadeffff|jmpq 0x3fc6389dd
7412|je 180042439 
488d059baa0100|lea 0x1aa9b(%rip),%rax 
e928fdffff|jmpq 0x3f42f445e
75c1|jne 0x3e7f49de0
488d05ea680700|lea 0x768ea(%rip),%rax 
4c8d053cb91800|lea 0x18b93c(%rip),%r8 
498b542458|mov 0x58(%r12),%rdx
4c8d05dd913600|lea 0x3691dd(%rip),%r8 
f2440f1025a302|movsd 0x202a3(%rip),%xmm12 
442b8314040000|sub 0x414(%rbx),%r8d
f6476440|testb $0x40,0x64(%rdi)
488d1dffefae00|lea 0xaeefff(%rip),%rbx 
488d0da4210400|lea 0x421a4(%rip),%rcx 
4c8d05dc350500|lea 0x535dc(%rip),%r8 
41f7c5d8df7f00|test $0x7fdfd8,%r13d
e9f1feffff|jmpq 0x3e7d37e02
4c8b25d1820500|mov 0x582d1(%rip),%r12 
4c8d0566db1300|lea 0x13db66(%rip),%r8 
48c705e11c9f00|movq $0x0,0x9f1ce1(%rip) 
488d1583ff0900|lea 0x9ff83(%rip),%rdx 
488d15fbe80e00|lea 0xee8fb(%rip),%rdx 
4c8d05454f1200|lea 0x124f45(%rip),%r8 
488d05a2c42100|lea 0x21c4a2(%rip),%rax 
7431|je 0x3e7625230
4c8d05ebff1600|lea 0x16ffeb(%rip),%r8 
c786e40e000000|movl $0x0,0xee4(%rsi)
488d0d41ec0300|lea 0x3ec41(%rip),%rcx 
48b85072656469|movabs $0x7461636964657250,%rax
488d05497f0100|lea 0x17f49(%rip),%rax 
b9000c0000|mov $0xc00,%ecx
48838424200900|addq $0x8,0x920(%rsp)
837e3800|cmpl $0x0,0x38(%rsi)
488d1521140200|lea 0x21421(%rip),%rdx 
4c8d0560a11400|lea 0x14a160(%rip),%r8 
488d15a61b0f00|lea 0xf1ba6(%rip),%rdx 
8b0d1f9e3000|mov 0x309e1f(%rip),%ecx 
488d0de4810a00|lea 0xa81e4(%rip),%rcx 
488d3d70f9ffff|lea -0x690(%rip),%rdi 
c7462450000000|movl $0x50,0x24(%rsi)
488d0d86300c00|lea 0xc3086(%rip),%rcx 
4c8b0d516cbc00|mov 0xbc6c51(%rip),%r9 
488d0582e20500|lea 0x5e282(%rip),%rax 
4c891d5e990200|mov %r11,0x2995e(%rip) 
0f8465ffffff|je 0x3f7220912
488d15be3f0f00|lea 0xf3fbe(%rip),%rdx 
e9e0feffff|jmpq 0x3f9a23a2a
4c8d05ba1affff|lea -0xe546(%rip),%r8 
8b97fc020000|mov 0x2fc(%rdi),%edx
488d159f1a1a00|lea 0x1a1a9f(%rip),%rdx 
4c8b05fcea0500|mov 0x5eafc(%rip),%r8 
488b1d61260500|mov 0x52661(%rip),%rbx 
c4e3fd00c4f5|vpermq $0xf5,%ymm4,%ymm0
e8bdf81100|callq 0x3f7643fd0
4889b3c8050000|mov %rsi,0x5c8(%rbx)
488d156edf1600|lea 0x16df6e(%rip),%rdx 
c700f1f100f1|movl $0xf100f1f1,(%rax)
488b05fa0c1400|mov 0x140cfa(%rip),%rax 
e801070000|callq 0x10042ffc0
803dcf0c070000|cmpb $0x0,0x70ccf(%rip) 
488d0d29b11f00|lea 0x1fb129(%rip),%rcx 
488d1556b70100|lea 0x1b756(%rip),%rdx 
f77360|divl 0x60(%rbx)
488b2d82333c00|mov 0x3c3382(%rip),%rbp 
e823ffffff|callq 0x3e7f34ea0
e890c90000|callq 0x3e699fdc0
4889aea8030000|mov %rbp,0x3a8(%rsi)
488d151cef2d00|lea 0x2def1c(%rip),%rdx 
0f84ae010000|je 0x3f9e32910
483944d618|cmp %rax,0x18(%rsi,%rdx,8)
48c74437280000|movq $0x0,0x28(%rdi,%rsi,1)
e93affffff|jmpq 0x3fcef1739
48833d190a0200|cmpq $0x0,0x20a19(%rip) 
488b3d26230200|mov 0x22326(%rip),%rdi 
4d2b1428|sub (%r8,%rbp,1),%r10
e9e5120100|jmpq 0x3e69d3a80
d905bbcb0100|flds 0x1cbbb(%rip) 
4c8d0561ba2000|lea 0x20ba61(%rip),%r8 
0fb74848|movzwl 0x48(%rax),%ecx
66837c247876|cmpw $0x76,0x78(%rsp)
41884320|mov %al,0x20(%r11)
488b356b961000|mov 0x10966b(%rip),%rsi 
e8f0bb2200|callq 0x3f67e4248
ebbf|jmp 0x3e75897e3
488d156f500300|lea 0x3506f(%rip),%rdx 
f20f70d7ff|pshuflw $0xff,%xmm7,%xmm2
4c8b2deb380b00|mov 0xb38eb(%rip),%r13 
488d05147d9a00|lea 0x9a7d14(%rip),%rax 
e9bcfdfbff|jmpq 0x3e78a6aa0
488d05447f0700|lea 0x77f44(%rip),%rax 
488d15c6c5ffff|lea -0x3a3a(%rip),%rdx 
0fb68424570100|movzbl 0x157(%rsp),%eax
39b018010000|cmp %esi,0x118(%rax)
e8236a0000|callq 0x3e8432570
6644890dca6012|mov %r9w,0x1260ca(%rip) 
488d15cd8f0200|lea 0x28fcd(%rip),%rdx 
ff842488000000|incl 0x88(%rsp)
e88c430000|callq 0x3f7ca0200
488b1598120800|mov 0x81298(%rip),%rdx 
458b4250|mov 0x50(%r10),%r8d
488d058a9e0300|lea 0x39e8a(%rip),%rax 
e8cbb12e00|callq 0x3f5115bb0
75a9|jne 0x3fe33c1a4
7512|jne 0x3f916d00c
488dbe40200000|lea 0x2040(%rsi),%rdi
488d15c74b3901|lea 0x1394bc7(%rip),%rdx 
0f8412010000|je 0x3f2f703b2
e8c4660100|callq 0x3f25069f0
488d156df40900|lea 0x9f46d(%rip),%rdx 
488b0576d91400|mov 0x14d976(%rip),%rax 
db3d8ba30100|fstpt 0x1a38b(%rip) 
4c8d05d6580200|lea 0x258d6(%rip),%r8 
0f8438020000|je 0x100469444
488b0d66a30900|mov 0x9a366(%rip),%rcx 
4c8d05442a8800|lea 0x882a44(%rip),%r8 
4c8d05983ca000|lea 0xa03c98(%rip),%r8 
488b3dbf3a0600|mov 0x63abf(%rip),%rdi 
0f8497000000|je 0x1004ccfd2
031424|add (%rsp),%edx
e968ffffff|jmpq 0x3fe594e6a
488d051cfc8e00|lea 0x8efc1c(%rip),%rax 
488d053d810e00|lea 0xe813d(%rip),%rax 
db3d3d450000|fstpt 0x453d(%rip) 
488b05b6242f00|mov 0x2f24b6(%rip),%rax 
488d1516a8faff|lea -0x557ea(%rip),%rdx 
4c8d0540c50d00|lea 0xdc540(%rip),%r8 
488d0d87843300|lea 0x338487(%rip),%rcx 
488d1584dd0200|lea 0x2dd84(%rip),%rdx 
488b05de460500|mov 0x546de(%rip),%rax 
488d15b8931e00|lea 0x1e93b8(%rip),%rdx 
488d2d05ac0000|lea 0xac05(%rip),%rbp 
488d1524940200|lea 0x29424(%rip),%rdx 
8b8c2440060000|mov 0x640(%rsp),%ecx
488d0554f2ad00|lea 0xadf254(%rip),%rax 
488b3d49de1700|mov 0x17de49(%rip),%rdi 
4c8b350de54b00|mov 0x4be50d(%rip),%r14 
4c8d7cd308|lea 0x8(%rbx,%rdx,8),%r15
488b15002c1300|mov 0x132c00(%rip),%rdx 
488b9020030000|mov 0x320(%rax),%rdx
c740201d010418|movl $0x1804011d,0x20(%rax)
e8e8ddffff|callq 0x3fcc9bb10
488d0d6b6ac601|lea 0x1c66a6b(%rip),%rcx 
488d0d92dc0c00|lea 0xcdc92(%rip),%rcx 
488d05d7270c00|lea 0xc27d7(%rip),%rax 
49394858|cmp %rcx,0x58(%r8)
488d15eba20700|lea 0x7a2eb(%rip),%rdx 
0050ce|add %dl,-0x32(%rax)
740f|je 0x3f4154fdd
488d05a93f0400|lea 0x43fa9(%rip),%rax 
e81f7effff|callq 0x3e6e548c0
74d6|je 0x3f78551b2
488d059fa5ffff|lea -0x5a61(%rip),%rax 
488d057cdec400|lea 0xc4de7c(%rip),%rax 
db2da5b80200|fldt 0x2b8a5(%rip) 
4c3940b0|cmp %r8,-0x50(%rax)
bf26270000|mov $0x2726,%edi
488d151d5e1500|lea 0x155e1d(%rip),%rdx 
488d05159afeff|lea -0x165eb(%rip),%rax 
0f8389000000|jae 0x3f4b7a3d7
66837b280a|cmpw $0xa,0x28(%rbx)
4c8d2d62a0ffff|lea -0x5f9e(%rip),%r13 
4c8d0592c3ffff|lea -0x3c6e(%rip),%r8 
f20f1005d6e901|movsd 0x1e9d6(%rip),%xmm0 
4983c810|or $0x10,%r8
413b96e8010000|cmp 0x1e8(%r14),%edx
488d150f933300|lea 0x33930f(%rip),%rdx 
488d0da58d3400|lea 0x348da5(%rip),%rcx 
f3440f6f7c2450|movdqu 0x50(%rsp),%xmm15
488d15f71e0c00|lea 0xc1ef7(%rip),%rdx 
3b8b9c000000|cmp 0x9c(%rbx),%ecx
488d9424381000|lea 0x1038(%rsp),%rdx
7460|je 0x1004ac23e
488d0d09e60c00|lea 0xce609(%rip),%rcx 
e9a4faffff|jmpq 0x1005d4865
488d158b270800|lea 0x8278b(%rip),%rdx 
488b15d91e5100|mov 0x511ed9(%rip),%rdx 
488b05c1bd5301|mov 0x153bdc1(%rip),%rax 
488b3553bb0000|mov 0xbb53(%rip),%rsi 
4c8d05e7410800|lea 0x841e7(%rip),%r8 
ff2572900100|jmpq *0x19072(%rip) 
0fb605328e0b00|movzbl 0xb8e32(%rip),%eax 
41ba49010000|mov $0x149,%r10d
6683fa34|cmp $0x34,%dx
41034630|add 0x30(%r14),%eax
c705f17a020000|movl $0x0,0x27af1(%rip) 
488d15fd381100|lea 0x1138fd(%rip),%rdx 
4c8d053be41a00|lea 0x1ae43b(%rip),%r8 
db2d349a0000|fldt 0x9a34(%rip) 
4c8b05c96f0300|mov 0x36fc9(%rip),%r8 
db2d17440100|fldt 0x14417(%rip) 
83af440a000001|subl $0x1,0xa44(%rdi)
488b05f68b4d00|mov 0x4d8bf6(%rip),%rax 
896f18|mov %ebp,0x18(%rdi)
4c8d0d1e2e0a00|lea 0xa2e1e(%rip),%r9 
488d0586c50000|lea 0xc586(%rip),%rax 
488d0d56b22b00|lea 0x2bb256(%rip),%rcx 
7511|jne 0x1006aac05
488d0564ce0000|lea 0xce64(%rip),%rax 
0fbe54244f|movsbl 0x4f(%rsp),%edx
7511|jne 0x3e6dcf480
e9a2ecffff|jmpq 0x3e5f09182
0f8545eaffff|jne 0x3fb855fd1
483b0dd92c2000|cmp 0x202cd9(%rip),%rcx 
0f84420a0000|je 0x3f7bc9620
0f8542040000|jne 0x3fabcfcb7
448daac8000000|lea 0xc8(%rdx),%r13d
488b0d59e82300|mov 0x23e859(%rip),%rcx 
e9bafeffff|jmpq 0x3f8f13478
488b054ce81b00|mov 0x1be84c(%rip),%rax 
f30f5c4810|subss 0x10(%rax),%xmm1
448b0dea610500|mov 0x561ea(%rip),%r9d 
0f82a1020000|jb 0x3f58f5ff0
488d358a1f0000|lea 0x1f8a(%rip),%rsi 
48891da92ea000|mov %rbx,0xa02ea9(%rip) 
488d1540534800|lea 0x485340(%rip),%rdx 
488b8bd0050000|mov 0x5d0(%rbx),%rcx
db2d99410200|fldt 0x24199(%rip) 
4c8b2d3f740100|mov 0x1743f(%rip),%r13 
4c8b05b6900000|mov 0x90b6(%rip),%r8 
488d15baf52f00|lea 0x2ff5ba(%rip),%rdx 
8b05e89c0000|mov 0x9ce8(%rip),%eax 
4c8d251b900000|lea 0x901b(%rip),%r12 
f6417810|testb $0x10,0x78(%rcx)
488d0d6dca0600|lea 0x6ca6d(%rip),%rcx 
488b052f8d0000|mov 0x8d2f(%rip),%rax 
e928ffffff|jmpq 0x100406a7a
4c8d2533381500|lea 0x153833(%rip),%r12 
4d8d8638020000|lea 0x238(%r14),%r8
488b15f9ed0d00|mov 0xdedf9(%rip),%rdx 
0fb67e62|movzbl 0x62(%rsi),%edi
488b3dcea90d00|mov 0xda9ce(%rip),%rdi 
4981c5c8000000|add $0xc8,%r13
488b3d41c40000|mov 0xc441(%rip),%rdi 
488d1547c40000|lea 0xc447(%rip),%rdx 
483b0d0d650100|cmp 0x1650d(%rip),%rcx 
488bb424880100|mov 0x188(%rsp),%rsi
488d1566420300|lea 0x34266(%rip),%rdx 
e862fd2200|callq 0x3f5114338
66890577539d00|mov %ax,0x9d5377(%rip) 
4c8d0d05630000|lea 0x6305(%rip),%r9 
220416|and (%rsi,%rdx,1),%al
4c8d05a4000e00|lea 0xe00a4(%rip),%r8 
e8384b0600|callq 0x100466770
4889050ae60b00|mov %rax,0xbe60a(%rip) 
488d156afe9000|lea 0x90fe6a(%rip),%rdx 
4c8d0515ce0800|lea 0x8ce15(%rip),%r8 
488d0d09390a00|lea 0xa3909(%rip),%rcx 
4c8d0552431500|lea 0x154352(%rip),%r8 
488d0d62720200|lea 0x27262(%rip),%rcx 
c60576479c0001|movb $0x1,0x9c4776(%rip) 
488b0554820500|mov 0x58254(%rip),%rax 
488d15edd30e00|lea 0xed3ed(%rip),%rdx 
e97dfcffff|jmpq 0x1004bd6f6
488d05b7fdffff|lea -0x249(%rip),%rax 
488d157c1c9b00|lea 0x9b1c7c(%rip),%rdx 
0f843cffffff|je 0x3f4b4438d
